id,title,overview,keywords,release_date,vote_average,vote_count,popularity,genres
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[{""id"": 803, ""name"": ""android""}, {""id"": 4270, ""name"": ""galaxy""}, {""id"": 4271, ""name"": ""hermit""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10016, ""name"": ""lightsaber""}, {""id"": 10527, ""name"": ""jedi""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11195, ""name"": ""empire""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 155336, ""name"": ""smuggler""}, {""id"": 160134, ""name"": ""the force""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 163295, ""name"": ""galactic war""}, {""id"": 178710, ""name"": ""stormtrooper""}, {""id"": 178712, ""name"": ""totalitarianism""}]",1977-05-25,8.1,6624,126.393.695,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
291870,Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.","[{""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 4412, ""name"": ""grandfather""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 33656, ""name"": ""pervert""}, {""id"": 156883, ""name"": ""army general""}, {""id"": 170827, ""name"": ""sex comedy""}]",2016-01-21,5.7,1406,56.805.781,"[{""id"": 35, ""name"": ""Comedy""}]"
907,Doctor Zhivago,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 428, ""name"": ""nurse""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 2504, ""name"": ""world war i""}, {""id"": 3460, ""name"": ""russian revolution 1917""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4500, ""name"": ""step parents""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6917, ""name"": ""epic""}]",1965-12-22,7.4,247,12.854.853,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
206563,Trash,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.","[{""id"": 983, ""name"": ""brazilian""}, {""id"": 8029, ""name"": ""drama""}, {""id"": 9950, ""name"": ""thriller""}]",2014-10-09,7.1,242,14.637.357,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
11887,High School Musical 3: Senior Year,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?","[{""id"": 4344, ""name"": ""musical""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",2008-10-22,6.2,821,21.801.188,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
45317,The Fighter,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.","[{""id"": 6075, ""name"": ""sport""}, {""id"": 154123, ""name"": ""irish american""}, {""id"": 166309, ""name"": ""documentary crew""}, {""id"": 174093, ""name"": ""lowell massachusetts""}, {""id"": 174099, ""name"": ""blue collar worker""}, {""id"": 174107, ""name"": ""church bells""}, {""id"": 174109, ""name"": ""documentary filmmaking""}, {""id"": 174110, ""name"": ""boxer shorts""}, {""id"": 174116, ""name"": ""jumping rope""}, {""id"": 174117, ""name"": ""shadow boxing""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",2010-12-17,7.2,1486,31.019.381,"[{""id"": 18, ""name"": ""Drama""}]"
12094,Jackass Number Two,"Jackass Number Two is a compilation of various stunts, pranks and skits, and essentially has no plot. Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.","[{""id"": 2820, ""name"": ""wound""}, {""id"": 3444, ""name"": ""disgust""}, {""id"": 4424, ""name"": ""pain""}, {""id"": 5452, ""name"": ""stunts""}, {""id"": 5956, ""name"": ""stuntman""}, {""id"": 6241, ""name"": ""stupidity""}, {""id"": 9517, ""name"": ""bulle""}, {""id"": 200234, ""name"": ""shocking""}]",2006-09-22,6.4,298,11.227.087,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]"
10377,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend , to try his first case, it's a real shock - for him and the Deep South!","[{""id"": 378, ""name"": ""prison""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 3301, ""name"": ""suspicion""}, {""id"": 4438, ""name"": ""cousin""}, {""id"": 6148, ""name"": ""court""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 160497, ""name"": ""wrongful arrest""}]",1992-03-13,7.3,384,19.231.507,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
249164,If I Stay,"Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.","[{""id"": 732, ""name"": ""coma""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 184318, ""name"": ""out of body experience""}, {""id"": 193400, ""name"": ""teen drama""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",2014-08-21,7.3,1368,31.162.838,"[{""id"": 18, ""name"": ""Drama""}]"
256092,Drive Hard,A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.,[],2014-05-26,3.9,74,394.487,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
9942,Major League,"When Rachel Phelps inherits the Cleveland Indians from her deceased husband, she's determined to move the team to a warmer climate -- but only a losing season will make that possible, which should be easy given the misfits she's hired. Rachel is sure her dream will come true, but she underestimates their will to succeed!","[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 15246, ""name"": ""sabotage""}, {""id"": 167875, ""name"": ""sombrero""}, {""id"": 167876, ""name"": ""baseball field""}, {""id"": 167877, ""name"": ""hard hat""}, {""id"": 167882, ""name"": ""professional sports""}, {""id"": 167884, ""name"": ""comic strip""}, {""id"": 167888, ""name"": ""hot dog""}, {""id"": 167889, ""name"": ""short sighted""}, {""id"": 167890, ""name"": ""voodoo ritual""}, {""id"": 191222, ""name"": ""the big game""}]",1989-02-16,6.6,217,7.559.192,"[{""id"": 35, ""name"": ""Comedy""}]"
10748,St. Trinian's,"When their beloved school is threatened with closure should the powers that be fail to raise the proper funds, the girls scheme to steal a priceless painting and use the profits to pull St. Trinian's out of the red.","[{""id"": 1577, ""name"": ""solidarity""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 2819, ""name"": ""exhibit""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4358, ""name"": ""shenanigan""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 7155, ""name"": ""receiving of stolen goods""}, {""id"": 7665, ""name"": ""girls' boarding school""}, {""id"": 8072, ""name"": ""quiz show""}, {""id"": 9118, ""name"": ""unorthodox""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 12974, ""name"": ""principal""}, {""id"": 41665, ""name"": ""anarchy""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 195900, ""name"": ""distillery""}]",2007-12-21,5.6,142,7.377.587,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]"
1817,Phone Booth,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.","[{""id"": 949, ""name"": ""terrorist""}, {""id"": 5679, ""name"": ""phone booth""}, {""id"": 6259, ""name"": ""psychopath""}]",2002-09-09,6.7,1062,38.018.085,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
10229,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 4333, ""name"": ""theatre group""}, {""id"": 5922, ""name"": ""north carolina""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 165086, ""name"": ""star crossed lovers""}]",2002-01-25,7.5,1018,33.283.554,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
687,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,"[{""id"": 378, ""name"": ""prison""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 2060, ""name"": ""penalty""}, {""id"": 2122, ""name"": ""death penalty""}, {""id"": 2300, ""name"": ""despair""}, {""id"": 2501, ""name"": ""death row""}, {""id"": 2538, ""name"": ""begnadigung""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 2885, ""name"": ""prison cell""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3437, ""name"": ""death sentence""}, {""id"": 3440, ""name"": ""doomed man""}, {""id"": 3441, ""name"": ""sentence""}, {""id"": 3442, ""name"": ""lethal injection""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 3447, ""name"": ""charity""}, {""id"": 3448, ""name"": ""mercy petition""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 6145, ""name"": ""right and justice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 11263, ""name"": ""electric chair""}, {""id"": 13001, ""name"": ""cowardliness""}]",1995-12-29,7.3,337,15.864.928,"[{""id"": 18, ""name"": ""Drama""}]"
796,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","[{""id"": 213, ""name"": ""upper class""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 572, ""name"": ""sex""}, {""id"": 622, ""name"": ""bet""}, {""id"": 625, ""name"": ""sadistic""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2045, ""name"": ""cynic""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 6782, ""name"": ""addiction""}, {""id"": 9673, ""name"": ""love""}, {""id"": 157154, ""name"": ""psychotherapy""}]",1999-03-05,6.6,827,23.449.703,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]"
22804,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.","[{""id"": 179430, ""name"": ""aftercreditsstinger""}]",2009-10-22,6.0,722,31.900.899,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]"
10156,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.","[{""id"": 488, ""name"": ""moses""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 6027, ""name"": ""music""}, {""id"": 194576, ""name"": ""julius caesar""}]",1981-06-12,6.5,204,14.282.314,"[{""id"": 35, ""name"": ""Comedy""}]"
12837,The Secret Life of Bees,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.","[{""id"": 187056, ""name"": ""woman director""}]",2008-09-17,7.4,158,7.645.979,"[{""id"": 12, ""name"": ""Adventure""}]"
17708,Corky Romano,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",[],2001-10-12,4.1,54,3.495.758,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
13937,Raising Cain,"When neighborhood kids begin vanishing, Jenny suspects her child psychologist husband, Carter, may be resuming the deranged experiments his father performed on Carter when he was young. Now, it falls to Jenny to unravel the mystery. And as more children disappear, she fears for her own child's safety.",[],1992-08-07,5.9,65,7.558.959,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
28932,F.I.S.T.,Johnny Kovak joins the Teamsters trade-union in a local chapter in the 1930s and works his way up in the organization. As he climbs higher and higher his methods become more ruthless and finally senator Madison starts a campaign to find the truth about the alleged connections with the Mob.,[],1978-04-26,6.4,29,3.375.208,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]"
31909,Invaders from Mars,"In this remake of the classic 50s SF tale, a boy tries to stop an invasion of his town by aliens who take over the the minds of his parents, his least-liked schoolteacher and other townspeople. With the aid of the school nurse the boy enlists the aid of the U.S. Marines.","[{""id"": 6968, ""name"": ""space invasion""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 14909, ""name"": ""alien invasion""}]",1986-01-01,5.5,57,4.234.269,"[{""id"": 878, ""name"": ""Science Fiction""}]"
167073,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1007, ""name"": ""homesickness""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5890, ""name"": ""community""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 11935, ""name"": ""working class""}, {""id"": 12390, ""name"": ""boarding house""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 41523, ""name"": ""brooklyn new york city""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 196521, ""name"": ""dual life""}, {""id"": 206160, ""name"": ""irish immigrant""}, {""id"": 208611, ""name"": ""1950s""}]",2015-10-20,7.2,1213,39.337.949,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
3175,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.","[{""id"": 3998, ""name"": ""palace""}, {""id"": 4100, ""name"": ""british army""}, {""id"": 5330, ""name"": ""fencing""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 14985, ""name"": ""ireland""}, {""id"": 157788, ""name"": ""british soldier""}, {""id"": 177997, ""name"": ""seven years war""}, {""id"": 177998, ""name"": ""nobility""}, {""id"": 177999, ""name"": ""prussia""}]",1975-12-18,7.7,505,29.543.331,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
14369,Out Cold,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.","[{""id"": 554, ""name"": ""manager""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 890, ""name"": ""races""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 3282, ""name"": ""gondola""}, {""id"": 3522, ""name"": ""snowboarding""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 5905, ""name"": ""father""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 11485, ""name"": ""drug humor""}, {""id"": 11830, ""name"": ""hot tub""}, {""id"": 162328, ""name"": ""ski resort""}]",2001-11-21,5.8,53,412.064,"[{""id"": 35, ""name"": ""Comedy""}]"
16888,The Ladies Man,"Because of his salacious language, late-night radio advice-show host Leon Phelps, along with his sweet and loyal producer Julie, is fired from his Chicago gig. Leon gets a letter from a former lover promising a life of wealth, but he doesn't know who she is. Can Leon find his secret sugar-mama? What about Julie?","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 10337, ""name"": ""cheat on husband""}, {""id"": 192789, ""name"": ""eating contest""}]",2000-10-13,5.7,34,2.259.537,"[{""id"": 35, ""name"": ""Comedy""}]"
121826,Quartet,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.","[{""id"": 4048, ""name"": ""musician""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 18115, ""name"": ""retired""}]",2012-09-08,6.3,139,7.722.021,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
10646,Tomcats,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!","[{""id"": 5887, ""name"": ""compulsive gambling""}, {""id"": 6433, ""name"": ""roulette""}, {""id"": 8070, ""name"": ""stag night""}, {""id"": 155939, ""name"": ""group of friends""}]",2001-03-30,4.9,74,7.063.053,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
12149,Frailty,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""","[{""id"": 290, ""name"": ""angel""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2919, ""name"": ""rose garden""}, {""id"": 2968, ""name"": ""grave""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10260, ""name"": ""mechanic""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10886, ""name"": ""punishment""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 44449, ""name"": ""gloves""}, {""id"": 161264, ""name"": ""religious fanatic""}, {""id"": 174203, ""name"": ""remorse""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 238140, ""name"": ""forced to kill""}]",2001-11-17,7.0,334,16.003.958,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
304357,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.","[{""id"": 2652, ""name"": ""nazis""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14893, ""name"": ""art""}, {""id"": 159534, ""name"": ""stolen painting""}]",2015-04-10,7.3,440,21.204.929,"[{""id"": 18, ""name"": ""Drama""}]"
11184,Kinsey,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.","[{""id"": 460, ""name"": ""free love""}, {""id"": 572, ""name"": ""sex""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 1447, ""name"": ""indiana""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 3664, ""name"": ""research""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6050, ""name"": ""criticism and blame""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 12105, ""name"": ""student""}, {""id"": 15027, ""name"": ""taboo""}, {""id"": 161266, ""name"": ""teaching""}, {""id"": 189475, ""name"": ""indiana university""}, {""id"": 195999, ""name"": ""sexologist""}]",2004-09-04,6.6,131,6.799.314,"[{""id"": 18, ""name"": ""Drama""}]"
766,Army of Darkness,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.","[{""id"": 530, ""name"": ""prophecy""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1545, ""name"": ""supermarket""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3970, ""name"": ""catapult""}, {""id"": 4013, ""name"": ""chain saw""}, {""id"": 4060, ""name"": ""time frame""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4065, ""name"": ""pit""}, {""id"": 4066, ""name"": ""windmill""}, {""id"": 4067, ""name"": ""incantation""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 46958, ""name"": ""good and bad""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 161891, ""name"": ""doppelganger""}]",1992-10-09,7.3,838,33.758.281,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
20009,Slackers,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.","[{""id"": 255, ""name"": ""male nudity""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 3878, ""name"": ""eavesdropping""}, {""id"": 6201, ""name"": ""fall""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 11501, ""name"": ""cheating wife""}, {""id"": 160192, ""name"": ""backpack""}, {""id"": 171715, ""name"": ""sponge bath""}, {""id"": 171729, ""name"": ""repairman""}]",2002-02-01,5.4,60,9.371.811,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
1587,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.","[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 791, ""name"": ""mentally disabled""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}]",1993-12-17,7.5,919,33.282.794,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
30973,The Visual Bible: The Gospel of John,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,"[{""id"": 2618, ""name"": ""miracle""}, {""id"": 2974, ""name"": ""jesus christ""}, {""id"": 3034, ""name"": ""last supper""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9649, ""name"": ""god""}, {""id"": 18126, ""name"": ""sermon on the mount""}]",2003-09-11,8.2,12,3.208.172,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
11109,Vera Drake,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,"[{""id"": 392, ""name"": ""england""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 5424, ""name"": ""women's prison""}, {""id"": 6149, ""name"": ""police""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 17986, ""name"": ""miscarriage""}, {""id"": 41246, ""name"": ""tailor""}, {""id"": 170273, ""name"": ""fingerprinting""}, {""id"": 173490, ""name"": ""unwanted pregnancy""}, {""id"": 208611, ""name"": ""1950s""}]",2004-10-22,6.8,80,4.131.918,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
